country,city,latitude,longitude,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,CO AQI Category,Ozone AQI Category,NO2 AQI Category,PM2.5 AQI Category,pollutant,value,unit,averaged_over_in_hours,hour,day_of_week,month,traffic_pollution_proxy
Peru,Lima,1.0,-11.863253,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,2932.5,µg/m³,-77.074133,12,4,5,13
Peru,Lima,1.0,-11.863253,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,2932.5,µg/m³,-77.074133,5,0,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1562.85,µg/m³,-77.033639,6,5,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,15,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,10,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1304.1,µg/m³,-77.033639,8,4,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,22,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,2,3,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,2,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,12,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,16,3,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,21,2,4,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.73,µg/m³,-77.033639,7,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,10,4,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,16,4,4,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,8,1,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.72,µg/m³,-77.033639,7,4,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.83,µg/m³,-77.033639,6,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.72,µg/m³,-77.033639,0,4,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,11,5,4,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.1,µg/m³,-77.033639,3,4,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,3,4,4,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,22,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.93,µg/m³,-77.033639,7,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,6.31,µg/m³,-77.033639,20,2,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,4,5,5,13
Peru,Lima,1.0,-12.043022,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,9.32,µg/m³,-76.971444,16,3,3,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,2.99,µg/m³,-77.033639,6,5,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,o3,0.0,µg/m³,-77.007689,7,4,5,13
Peru,Lima,1.0,-11.863253,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,2932.5,µg/m³,-77.074133,0,4,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1708.9,µg/m³,-77.033639,20,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,4,5,4,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,2032.05,µg/m³,-77.033639,10,2,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,23,3,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,5,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1902.1,µg/m³,-77.033639,16,2,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1413.35,µg/m³,-77.033639,19,4,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,6,2,5,13
Peru,Lima,1.0,-11.863253,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,2932.5,µg/m³,-77.074133,18,5,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1483.5,µg/m³,-77.033639,23,0,5,13
Peru,Lima,1.0,-12.108872,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,246.1,µg/m³,-77.007689,2,5,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1365.05,µg/m³,-77.033639,21,1,5,13
Peru,Lima,1.0,-11.902194,110,Unhealthy for Sensitive Groups,4,16,9,110,Good,Good,Good,Unhealthy for Sensitive Groups,co,1674.4,µg/m³,-77.033639,17,3,5,13
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.24,µg/m³,18.2279,11,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,1.2,µg/m³,18.2279,3,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.52,µg/m³,18.2279,18,5,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.45,µg/m³,18.2279,22,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.34,µg/m³,18.2279,10,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.42,µg/m³,18.2279,23,5,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.44,µg/m³,18.2279,14,3,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.54,µg/m³,18.2279,2,0,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,1.15,µg/m³,18.2279,5,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,338.89,µg/m³,18.2279,11,0,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.52,µg/m³,18.2279,8,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,1.07,µg/m³,18.2279,6,6,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.68,µg/m³,18.2279,2,4,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.43,µg/m³,18.2279,14,5,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.32,µg/m³,18.2279,10,4,4,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.58,µg/m³,18.2279,9,5,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.54,µg/m³,18.2279,7,0,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.69,µg/m³,18.2279,17,3,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.28,µg/m³,18.2279,8,6,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.64,µg/m³,18.2279,3,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.69,µg/m³,18.2279,4,2,4,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.71,µg/m³,18.2279,11,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.25,µg/m³,18.2279,14,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.59,µg/m³,18.2279,14,1,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.37,µg/m³,18.2279,11,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.52,µg/m³,18.2279,19,4,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.54,µg/m³,18.2279,19,2,4,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,1.21,µg/m³,18.2279,8,2,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.5,µg/m³,18.2279,17,3,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.53,µg/m³,18.2279,12,3,5,2
Poland,Solec Kujawski,1.0,53.079618,33,Good,1,33,1,33,Good,Good,Good,Good,bc,0.54,µg/m³,18.2279,21,6,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.07,ppm,100.484088,9,6,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.21,ppm,100.484088,18,2,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.29,ppm,100.484088,15,2,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.07,ppm,100.484088,3,1,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.13,ppm,100.484088,18,4,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.1,ppm,100.484088,17,3,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.26,ppm,100.484088,3,2,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.11,ppm,100.484088,3,1,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,o3,0.022,ppm,100.484088,14,1,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,o3,0.006,ppm,100.484088,18,4,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,o3,0.024,ppm,100.484088,11,3,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,o3,0.01,ppm,100.484088,1,1,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.1,ppm,100.484088,5,2,5,2
Thailand,Songkhla,8.0,7.020434,54,Moderate,2,41,0,54,Good,Good,Good,Moderate,co,0.17,ppm,100.484088,11,2,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,203.02,µg/m³,18.269036,19,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,115.45,µg/m³,18.269036,16,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,241.69,µg/m³,18.269036,20,4,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,138.8,µg/m³,18.269036,17,5,4,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,168.99,µg/m³,18.269036,7,2,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,245.29,µg/m³,18.269036,5,6,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,224.3,µg/m³,18.269036,23,5,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,372.78,µg/m³,18.269036,21,4,4,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,196.59,µg/m³,18.269036,4,3,4,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,199.07,µg/m³,18.269036,2,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,123.3,µg/m³,18.269036,15,4,4,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,149.32,µg/m³,18.269036,19,5,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,146.13,µg/m³,18.269036,23,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,139.95,µg/m³,18.269036,12,1,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,172.28,µg/m³,18.269036,3,4,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,161.19,µg/m³,18.269036,15,6,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,154.52,µg/m³,18.269036,16,3,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,145.9,µg/m³,18.269036,17,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,169.57,µg/m³,18.269036,23,5,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,155.84,µg/m³,18.269036,17,2,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,137.76,µg/m³,18.269036,16,3,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,111.75,µg/m³,18.269036,8,1,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,164.08,µg/m³,18.269036,14,6,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,o3,72.7214,µg/m³,18.269036,19,0,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,o3,25.3567,µg/m³,18.269036,22,4,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,o3,73.0154,µg/m³,18.269036,1,2,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,218.91,µg/m³,18.269036,23,4,5,2
Poland,Konin,1.0,52.225633,33,Good,1,33,1,33,Good,Good,Good,Good,co,149.78,µg/m³,18.269036,12,0,5,2
Italy,Varese,1.0,45.83611,35,Good,1,35,1,15,Good,Good,Good,Good,o3,77.58907,µg/m³,8.80417,13,0,3,2
Portugal,Vila Real,1.0,41.371389,36,Good,1,23,2,36,Good,Good,Good,Good,o3,81.0,µg/m³,-7.790833,6,3,5,3
Portugal,Vila Real,1.0,41.371389,36,Good,1,23,2,36,Good,Good,Good,Good,o3,137.0,µg/m³,-7.790833,16,0,5,3
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,99.0,µg/m³,11.09417,19,4,4,2
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,76.0,µg/m³,11.09417,10,6,5,2
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,91.0,µg/m³,11.09417,1,5,4,2
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,98.0,µg/m³,11.09417,11,1,5,2
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,93.0,µg/m³,11.09417,11,4,5,2
Italy,Grosseto,1.0,42.67056,44,Good,1,44,1,33,Good,Good,Good,Good,o3,73.0,µg/m³,11.09417,20,0,5,2
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,240.0,µg/m³,94.0989878,1,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,340.0,µg/m³,94.0989878,9,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,390.0,µg/m³,94.0989878,8,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,380.0,µg/m³,94.0989878,9,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,340.0,µg/m³,94.0989878,3,4,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,350.0,µg/m³,94.0989878,16,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,220.0,µg/m³,94.0989878,0,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,390.0,µg/m³,94.0989878,16,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,380.0,µg/m³,94.0989878,4,3,3,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,300.0,µg/m³,94.0989878,22,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,440.0,µg/m³,94.0989878,13,6,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,160.0,µg/m³,94.0989878,22,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,390.0,µg/m³,94.0989878,18,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,580.0,µg/m³,94.0989878,15,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,350.0,µg/m³,94.0989878,12,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,470.0,µg/m³,94.0989878,6,4,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,310.0,µg/m³,94.0989878,18,2,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,320.0,µg/m³,94.0989878,18,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,330.0,µg/m³,94.0989878,18,6,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,o3,10.25,µg/m³,94.0989878,6,1,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,o3,10.82,µg/m³,94.0989878,21,4,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,o3,9.43,µg/m³,94.0989878,20,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,o3,12.43,µg/m³,94.0989878,23,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,340.0,µg/m³,94.0989878,5,3,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,350.0,µg/m³,94.0989878,4,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,370.0,µg/m³,94.0989878,19,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,530.0,µg/m³,94.0989878,14,2,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,360.0,µg/m³,94.0989878,7,3,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,520.0,µg/m³,94.0989878,14,1,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,460.0,µg/m³,94.0989878,14,6,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,290.0,µg/m³,94.0989878,2,5,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,440.0,µg/m³,94.0989878,18,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,220.0,µg/m³,94.0989878,2,5,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,290.0,µg/m³,94.0989878,5,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,380.0,µg/m³,94.0989878,16,5,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,330.0,µg/m³,94.0989878,17,1,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,210.0,µg/m³,94.0989878,3,0,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,460.0,µg/m³,94.0989878,12,3,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,400.0,µg/m³,94.0989878,9,4,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,510.0,µg/m³,94.0989878,16,5,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,260.0,µg/m³,94.0989878,9,2,5,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,370.0,µg/m³,94.0989878,5,3,4,6
India,Kohima,0.25,25.6635413,68,Moderate,2,7,4,68,Good,Good,Good,Moderate,co,470.0,µg/m³,94.0989878,8,5,5,6
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,630.0,µg/m³,76.181767,12,5,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,620.0,µg/m³,76.181767,7,3,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,630.0,µg/m³,76.181767,13,0,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,780.0,µg/m³,76.181767,3,4,4,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,660.0,µg/m³,76.181767,3,4,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,360.0,µg/m³,76.181767,4,6,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,660.0,µg/m³,76.181767,6,4,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,630.0,µg/m³,76.181767,2,3,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,co,650.0,µg/m³,76.181767,6,0,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,o3,34.37,µg/m³,76.181767,18,5,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,o3,34.35,µg/m³,76.181767,14,4,5,4
India,Koppal,0.25,15.34763,43,Good,1,20,3,43,Good,Good,Good,Good,o3,34.45,µg/m³,76.181767,8,0,5,4
