country,city,latitude,longitude,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,CO AQI Category,Ozone AQI Category,NO2 AQI Category,PM2.5 AQI Category,pollutant,value,unit,averaged_over_in_hours,hour,day_of_week,month,traffic_pollution_proxy
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,960.0,µg/m³,85.41948,23,3,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1200.0,µg/m³,85.41948,22,2,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,350.0,µg/m³,85.41948,5,0,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1030.0,µg/m³,85.41948,21,5,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1350.0,µg/m³,85.41948,9,1,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,820.0,µg/m³,85.41948,2,0,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,860.0,µg/m³,85.41948,22,3,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,790.0,µg/m³,85.41948,7,0,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1060.0,µg/m³,85.41948,14,5,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1200.0,µg/m³,85.41948,17,4,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,2260.0,µg/m³,85.41948,15,2,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,14.6,µg/m³,85.41948,22,1,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,65.4,µg/m³,85.41948,18,6,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,29.9,µg/m³,85.41948,23,3,3,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,94.1,µg/m³,85.41948,10,5,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,61.2,µg/m³,85.41948,3,6,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,60.4,µg/m³,85.41948,7,0,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,81.1,µg/m³,85.41948,4,5,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,95.3,µg/m³,85.41948,7,4,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,o3,27.6,µg/m³,85.41948,3,0,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,540.0,µg/m³,85.41948,14,6,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1190.0,µg/m³,85.41948,17,2,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1040.0,µg/m³,85.41948,16,3,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,650.0,µg/m³,85.41948,18,0,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1320.0,µg/m³,85.41948,4,2,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1720.0,µg/m³,85.41948,0,4,4,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1040.0,µg/m³,85.41948,1,1,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1130.0,µg/m³,85.41948,18,5,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,600.0,µg/m³,85.41948,13,6,5,5
India,Rajgir,0.25,25.0328,154,Unhealthy,3,100,2,154,Good,Unhealthy for Sensitive Groups,Good,Unhealthy,co,1090.0,µg/m³,85.41948,5,1,5,5
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1170.0,µg/m³,85.89342,20,2,4,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,980.0,µg/m³,85.89342,7,5,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,780.0,µg/m³,85.89342,11,3,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,900.0,µg/m³,85.89342,21,3,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,890.0,µg/m³,85.89342,11,4,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1080.0,µg/m³,85.89342,4,6,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1000.0,µg/m³,85.89342,14,1,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1060.0,µg/m³,85.89342,23,3,3,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1270.0,µg/m³,85.89342,15,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,880.0,µg/m³,85.89342,3,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1690.0,µg/m³,85.89342,3,0,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1120.0,µg/m³,85.89342,5,1,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,920.0,µg/m³,85.89342,1,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,900.0,µg/m³,85.89342,18,5,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1480.0,µg/m³,85.89342,17,3,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,19.9,µg/m³,85.89342,17,5,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,11.9,µg/m³,85.89342,17,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,27.7,µg/m³,85.89342,2,5,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,49.2,µg/m³,85.89342,10,3,4,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,73.5,µg/m³,85.89342,10,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,o3,25.2,µg/m³,85.89342,0,6,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,790.0,µg/m³,85.89342,10,6,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1050.0,µg/m³,85.89342,21,3,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,900.0,µg/m³,85.89342,3,5,4,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1120.0,µg/m³,85.89342,3,1,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1280.0,µg/m³,85.89342,14,2,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,920.0,µg/m³,85.89342,1,0,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,800.0,µg/m³,85.89342,16,4,5,4
India,Darbhanga,0.25,26.15146,247,Very Unhealthy,3,162,1,247,Good,Unhealthy,Good,Very Unhealthy,co,1090.0,µg/m³,85.89342,12,0,5,4
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,150.0,µg/m³,13.70944,11,6,5,2
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,110.0,µg/m³,13.70944,1,5,5,2
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,140.0,µg/m³,13.70944,17,6,5,2
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,160.0,µg/m³,13.70944,22,6,5,2
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,220.0,µg/m³,13.70944,17,1,5,2
Italy,Teramo,1.0,42.65722,44,Good,1,44,1,38,Good,Good,Good,Good,co,160.0,µg/m³,13.70944,13,6,5,2
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,480.0,µg/m³,79.932247,0,4,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,600.0,µg/m³,79.932247,9,5,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,480.0,µg/m³,79.932247,16,5,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,4600.0,µg/m³,79.932247,19,5,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,800.0,µg/m³,79.932247,17,4,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,3390.0,µg/m³,79.932247,16,6,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,180.0,µg/m³,79.932247,10,3,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1250.0,µg/m³,79.932247,16,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,530.0,µg/m³,79.932247,9,4,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,730.0,µg/m³,79.932247,17,2,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,900.0,µg/m³,79.932247,4,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,900.0,µg/m³,79.932247,6,4,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,340.0,µg/m³,79.932247,4,2,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,6550.0,µg/m³,79.932247,14,3,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,2350.0,µg/m³,79.932247,17,2,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,970.0,µg/m³,79.932247,18,1,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,2310.0,µg/m³,79.932247,4,1,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1850.0,µg/m³,79.932247,18,6,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,3420.0,µg/m³,79.932247,17,6,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,54.3,µg/m³,79.932247,3,6,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,17.9,µg/m³,79.932247,21,1,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,40.1,µg/m³,79.932247,23,6,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,121.8,µg/m³,79.932247,9,1,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,52.1,µg/m³,79.932247,20,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,65.4,µg/m³,79.932247,12,3,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,o3,62.3,µg/m³,79.932247,18,4,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,60.0,µg/m³,79.932247,23,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,2680.0,µg/m³,79.932247,18,2,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1970.0,µg/m³,79.932247,6,2,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1190.0,µg/m³,79.932247,13,5,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1720.0,µg/m³,79.932247,13,6,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,730.0,µg/m³,79.932247,8,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,570.0,µg/m³,79.932247,3,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,810.0,µg/m³,79.932247,6,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,1880.0,µg/m³,79.932247,4,0,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,690.0,µg/m³,79.932247,13,0,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,970.0,µg/m³,79.932247,12,5,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,460.0,µg/m³,79.932247,2,5,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,960.0,µg/m³,79.932247,17,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,250.0,µg/m³,79.932247,7,3,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,310.0,µg/m³,79.932247,22,5,5,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,340.0,µg/m³,79.932247,11,5,4,1
India,Jabalpur,0.25,23.168606,170,Unhealthy,1,38,0,170,Good,Good,Good,Unhealthy,co,350.0,µg/m³,79.932247,21,6,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,680.0,µg/m³,74.74694444,19,1,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,710.0,µg/m³,74.74694444,14,6,4,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,830.0,µg/m³,74.74694444,22,1,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1140.0,µg/m³,74.74694444,4,2,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1520.0,µg/m³,74.74694444,3,4,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,840.0,µg/m³,74.74694444,22,1,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1030.0,µg/m³,74.74694444,4,6,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1120.0,µg/m³,74.74694444,16,3,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,o3,30.38,µg/m³,74.74694444,3,2,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,o3,26.76,µg/m³,74.74694444,4,2,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,o3,30.22,µg/m³,74.74694444,20,1,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,880.0,µg/m³,74.74694444,12,3,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1220.0,µg/m³,74.74694444,3,6,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,740.0,µg/m³,74.74694444,8,1,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,840.0,µg/m³,74.74694444,7,4,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1370.0,µg/m³,74.74694444,13,3,5,1
India,Udupi,0.25,13.34194444,80,Moderate,1,25,0,80,Good,Good,Good,Moderate,co,1000.0,µg/m³,74.74694444,3,2,4,1
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,60.0,µg/m³,-6.121667,11,3,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,80.94,µg/m³,-6.121667,8,2,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,93.35,µg/m³,-6.121667,0,2,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,44.99,µg/m³,-6.121667,18,1,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,76.14,µg/m³,-6.121667,19,2,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,68.46,µg/m³,-6.121667,15,1,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,59.77,µg/m³,-6.121667,20,2,4,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,94.15,µg/m³,-6.121667,11,2,5,4
Ireland,Wicklow,1.0,53.187222,38,Good,1,30,3,38,Good,Good,Good,Good,o3,70.75,µg/m³,-6.121667,16,0,5,4
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1181.5313,µg/m³,16.66921,23,2,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,718.5711,µg/m³,16.60832,16,3,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1082.2103,µg/m³,16.66921,3,2,4,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,600.45946,µg/m³,16.60832,3,6,4,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,676.6983,µg/m³,16.60832,10,4,5,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,633.1459,µg/m³,16.29517,23,4,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1073.4785,µg/m³,16.66921,19,3,4,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1105.9278,µg/m³,16.66921,7,5,4,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,790.94625,µg/m³,16.29517,2,0,4,8
Italy,Catanzaro,1.0,38.918288,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,650.3249,µg/m³,16.57925,23,2,4,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1123.1055,µg/m³,16.66921,13,5,4,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1156.4777,µg/m³,16.66921,3,3,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1092.7293,µg/m³,16.66921,7,4,4,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,472.96873,µg/m³,16.29517,3,0,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,719.7006,µg/m³,16.60832,6,3,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1123.9407,µg/m³,16.66921,17,5,5,8
Italy,Catanzaro,1.0,38.918288,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,320.96174,µg/m³,16.57925,12,4,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,618.72226,µg/m³,16.60832,4,1,5,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,0.0,µg/m³,16.29517,2,3,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1304.8079,µg/m³,16.66921,11,6,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1245.6849,µg/m³,16.66921,9,1,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1386.3096,µg/m³,16.66921,5,0,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1102.2404,µg/m³,16.66921,15,0,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1245.8249,µg/m³,16.66921,21,1,5,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,741.74774,µg/m³,16.29517,5,3,4,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1187.5991,µg/m³,16.66921,5,3,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,585.38646,µg/m³,16.60832,3,2,4,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,830.12563,µg/m³,16.60832,13,4,4,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1303.8431,µg/m³,16.66921,9,6,5,8
Italy,Catanzaro,1.0,38.918288,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,359.1086,µg/m³,16.57925,22,1,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,712.27205,µg/m³,16.60832,21,2,4,8
Italy,Catanzaro,1.0,38.918288,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,413.40193,µg/m³,16.57925,8,2,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,690.7225,µg/m³,16.60832,10,3,5,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,630.62185,µg/m³,16.29517,10,5,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1169.9494,µg/m³,16.66921,1,2,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,688.1074,µg/m³,16.60832,13,3,5,8
Italy,Catanzaro,1.0,38.86898,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,693.83174,µg/m³,16.60832,14,0,5,8
Italy,Catanzaro,1.0,38.8705,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1102.7648,µg/m³,16.66921,17,5,4,8
Italy,Catanzaro,1.0,38.918288,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,239.72031,µg/m³,16.57925,11,4,4,8
Italy,Catanzaro,1.0,38.95955,68,Moderate,2,68,6,57,Good,Moderate,Good,Moderate,co,1087.4512,µg/m³,16.29517,13,2,5,8
